idx,section,scholar,title,found,best_url,all_pdf_urls,query_used
54,心理學,佛洛姆（Erich Fromm）,愛的藝術,Y,https://www.vghtc.gov.tw/UploadFiles/WebFiles/WebPagesFiles/Files/94759979-f6f3-446f-aaa6-4f0c38ccdf00/112-3.%E6%84%9B%E7%9A%84%E5%AD%B8%E7%BF%92%E4%B9%8B%E8%B7%AF(%E8%AD%B7%E7%90%86%E9%83%A8-%E8%95%AD%E4%BD%B3%E7%8E%B2).pdf,https://www.vghtc.gov.tw/UploadFiles/WebFiles/WebPagesFiles/Files/94759979-f6f3-446f-aaa6-4f0c38ccdf00/112-3.%E6%84%9B%E7%9A%84%E5%AD%B8%E7%BF%92%E4%B9%8B%E8%B7%AF(%E8%AD%B7%E7%90%86%E9%83%A8-%E8%95%AD%E4%BD%B3%E7%8E%B2).pdf|http://www.sssch.net/Admin/ckfinder/userfiles/files/shujixiazai/shujijijin(xinli)/%E5%BC%97%E6%B4%9B%E5%A7%86/%E7%88%B1%E7%9A%84%E8%89%BA%E6%9C%AF%EF%BC%88%E5%BC%97%E6%B4%9B%E5%A7%86%EF%BC%89%E6%9D%8E%E5%81%A5%E9%B8%A3.pdf|https://www.haodoo.net/?M=book&P=16B3,"""愛的藝術"" 佛洛姆 pdf 下載"
55,心理學,佛洛姆（Erich Fromm）,為自己的人,N,,,Man for Himself Erich Fromm filetype:pdf (retry-en)
56,心理學,佛洛姆（Erich Fromm）,佔有還是存在,Y,https://scholar.harvard.edu/files/ctjhuang/files/1988.be_and_have.pdf,https://scholar.harvard.edu/files/ctjhuang/files/1988.be_and_have.pdf|https://fromm-online.org/wp-content/uploads/reception/Zuo_Danhua_2012.pdf,"""佔有還是存在"" 佛洛姆 pdf 下載"
57,心理學,皮亞傑（Jean Piaget）,發生認識論原理,Y,https://rexresearch1.com/PiagetChildPsychologyLibrary/GeneticEpistemology.pdf,https://rexresearch1.com/PiagetChildPsychologyLibrary/GeneticEpistemology.pdf,Principles of Genetic Epistemology Piaget filetype:pdf (retry-en)
59,心理學,維高斯基（Lev Vygotsky）,思維與語言,Y,https://clame.nyu.edu/fetch.php/E05C8E/311861/vygotsky_1962_thought__and_language__reference.pdf,https://clame.nyu.edu/fetch.php/E05C8E/311861/vygotsky_1962_thought__and_language__reference.pdf|https://img3.reoveme.com/m/bac6393f496a1d08.pdf|https://ftp.goathouserefuge.org/index.jsp/uploaded-files/3350044/Vygotsky_1962_Thought_And_Language_Reference.pdf,"""思維與語言"" 維高斯基 pdf 下載"
60,心理學,維高斯基（Lev Vygotsky）,心智社會,Y,https://home.fau.edu/musgrove/web/vygotsky1978.pdf,https://home.fau.edu/musgrove/web/vygotsky1978.pdf|https://cdn.bookey.app/files/pdf/book/en/mind-in-society.pdf|https://uberty.org/wp-content/uploads/2016/01/Lev_S._Vygotsky_Mind_in_Society.pdf|https://autismusberatung.info/wp-content/uploads/2023/09/Vygotsky-Mind-in-society.pdf|https://w.pauldowling.me/rtf/2021.1/readings/LSVygotsky_1978_MindinSocietyDevelopmentofHigherPsycholo.pdf,"""心智社會"" 維高斯基 pdf 下載"
58,心理學,皮亞傑（Jean Piaget）,兒童的語言與思維,Y,https://www.sec.ntnu.edu.tw/uploads/asset/data/62564127381784d09345bdd4/2003-260-01(02-09).pdf,https://www.sec.ntnu.edu.tw/uploads/asset/data/62564127381784d09345bdd4/2003-260-01(02-09).pdf|https://www.sec.ntnu.edu.tw/uploads/asset/data/672cfa180e0b30dbf712f45e/1978-015-04_19-25_.pdf|https://ed.arte.gov.tw/uploadfile/periodical/3198_p139~pp163.pdf,"""兒童的語言與思維"" 皮亞傑 pdf 下載"
61,心理學,史金納（B.F. Skinner）,科學與人類行為,Y,https://www.bfskinner.org/newtestsite/wp-content/uploads/2014/02/ScienceHumanBehavior.pdf,https://www.bfskinner.org/newtestsite/wp-content/uploads/2014/02/ScienceHumanBehavior.pdf|http://www.behaviorpedia.com/wp-content/uploads/2013/01/Science_and_Human_Behavior.pdf,"""科學與人類行為"" 史金納 pdf 下載"
62,心理學,史金納（B.F. Skinner）,言語行為,Y,https://www.bfskinner.org/wp-content/uploads/2021/07/VB_STUDY_GUIDE.pdf,https://www.bfskinner.org/wp-content/uploads/2021/07/VB_STUDY_GUIDE.pdf,"""言語行為"" 史金納 pdf 下載"
63,心理學,艾瑞克森（Erik Erikson）,童年與社會,Y,https://nagios.bgc.bard.edu/papersCollection/book-search/filedownload.ashx/Childhood%20And%20Society%20Erik%20H%20Erikson.pdf,https://nagios.bgc.bard.edu/papersCollection/book-search/filedownload.ashx/Childhood%20And%20Society%20Erik%20H%20Erikson.pdf|https://netsec.csuci.edu/publication-Documents-download/childhood-and-society-erik-erikson.pdf|https://cdn.bookey.app/files/pdf/book/en/childhood-and-society.pdf,"""童年與社會"" 艾瑞克森 pdf 下載"
64,心理學,艾瑞克森（Erik Erikson）,認同：青年與危機,Y,https://moe.stuy.edu/uploaded-files/YKKAkQ/3S9064/Identity%20Youth%20And%20Crisis%20Erik%20H%20Erikson.pdf,https://moe.stuy.edu/uploaded-files/YKKAkQ/3S9064/Identity%20Youth%20And%20Crisis%20Erik%20H%20Erikson.pdf|https://childdevpsychology.yolasite.com/resources/theory%20of%20identity%20erikson.pdf,"""認同：青年與危機"" 艾瑞克森 pdf 下載"
65,心理學,拉康（Jacques Lacan）,拉康選集,Y,https://s3.us-west-1.wasabisys.com/p-library/books/cfa1f727ce61705c60ff62fa57479ebf.pdf,https://s3.us-west-1.wasabisys.com/p-library/books/cfa1f727ce61705c60ff62fa57479ebf.pdf|http://www.lacanchine.com/Zou_01_files/Zou_01.pdf|https://s3.us-west-1.wasabisys.com/p-library/books/8c7b7ac1aaab6b15e11e7f7648cdb1f8.pdf,"""拉康選集"" 拉康 pdf 下載"
66,心理學,拉康（Jacques Lacan）,Écrits,Y,"http://faculty.las.illinois.edu/rrushing/581b/ewExternalFiles/Lacan,%20Mirror%20Stage.pdf","http://faculty.las.illinois.edu/rrushing/581b/ewExternalFiles/Lacan,%20Mirror%20Stage.pdf|https://ecole-lacanienne.net/wp-content/uploads/2016/04/seminaire_seminario_transcription_ALI_1953_1957-1.pdf|https://www.valas.fr/IMG/pdf/LLLLLacan1.pdf|https://cahiers.kingston.ac.uk/pdf/cpa1.1.lacan.pdf|https://lacanterafreudiana.com.ar/2.4.1%20%20%20ESCRITOS%20LACAN%20FRANCES.ED%20SEOUIL.SILICET.pdf|https://psychaanalyse.com/pdf/lacan_bibliographie_livre_Autres_Ecrits.pdf|https://monoskop.org/File:Jacques_Lacan_Autres_%C3%A9crits_2001.pdf","""Écrits"" Jacques Lacan filetype:pdf"
67,心理學,拉康（Jacques Lacan）,精神分析的四個基本概念,Y,https://bpb-us-e1.wpmucdn.com/sites.psu.edu/dist/9/19778/files/2022/09/lacan-seminars-synopses.pdf,https://bpb-us-e1.wpmucdn.com/sites.psu.edu/dist/9/19778/files/2022/09/lacan-seminars-synopses.pdf|https://dor-a-lacan.com/wp-content/uploads/2021/08/LACAN-PREFACE-ENGLISH-language-edition-of-Seminar-XI-_-17th-May-1976.pdf|https://londonsociety-nls.org.uk/wp-content/uploads/dravers-philip_the-drive-as-a-fundamental-concept-of-psychoanalysis.pdf|https://www.docdroid.net/file/download/sBWNGMh/four-fundamentals-pdf.pdf,"""精神分析的四個基本概念"" 拉康 pdf 下載"
68,人類學,泰勒（Edward Tylor）,原始文化,Y,https://archive.org/download/primitiveculture1tylouoft/primitiveculture1tylouoft.pdf,https://archive.org/download/primitiveculture1tylouoft/primitiveculture1tylouoft.pdf|https://sites.tufts.edu/anth130fall2012/files/2012/09/tylor-excerpts.pdf,Primitive Culture Tylor 1871 filetype:pdf (retry-en)
69,人類學,泰勒（Edward Tylor）,Primitive Culture,Y,https://sites.tufts.edu/anth130fall2012/files/2012/09/tylor-excerpts.pdf,https://sites.tufts.edu/anth130fall2012/files/2012/09/tylor-excerpts.pdf|https://jashm.press.uillinois.edu/10.4/10-4EBTylor_Lienhardt181-186.pdf|http://ndl.ethernet.edu.et/bitstream/123456789/35258/1/26.pdf,"""Primitive Culture"" Edward Tylor filetype:pdf"
70,人類學,馬林諾夫斯基（Bronislaw Malinowski）,西太平洋的航海者,Y,https://monoskop.org/images/4/41/Malinowski_Bronislaw_Argonauts_of_the_Western_Pacific_2002.pdf,https://monoskop.org/images/4/41/Malinowski_Bronislaw_Argonauts_of_the_Western_Pacific_2002.pdf|https://wolnelektury.pl/media/book/pdf/argonauts-of-the-western-pacific.pdf|https://paas.org.pl/wp-content/uploads/2014/07/Malinowski_Argonauts_of_the_Western_Pacific.pdf|https://anth1001.wordpress.com/wp-content/uploads/2012/08/malinowski_excerpts.pdf,Argonauts of the Western Pacific Malinowski filetype:pdf (retry-en)
71,人類學,馬林諾夫斯基（Bronislaw Malinowski）,巫術、科學與宗教,Y,https://monoskop.org/File:Malinowski_Bronislaw_Magic_Science_and_Religion_and_Other_Essays_1948.pdf,https://monoskop.org/File:Malinowski_Bronislaw_Magic_Science_and_Religion_and_Other_Essays_1948.pdf|https://monoskop.org/images/4/41/Malinowski_Bronislaw_Magic_Science_and_Religion_and_Other_Essays_1948.pdf|https://egyankosh.ac.in/bitstream/123456789/18964/1/Unit-23.pdf,"""巫術、科學與宗教"" 馬林諾夫斯基 pdf 下載"
72,人類學,馬林諾夫斯基（Bronislaw Malinowski）,文化論,Y,https://archive.org/details/in.ernet.dli.2015.33987,https://archive.org/details/in.ernet.dli.2015.33987|https://archive.org/details/in.ernet.dli.2015.5699|https://archive.org/details/scientifictheory00mali|https://archive.org/details/scientifictheory0000mali|https://archive.org/details/bwb_T2-DRV-435|https://monoskop.org/images/f/f5/Malinowski_Bronislaw_A_Scientific_Theory_of_Culture_and_Other_Essays_1961.pdf,"""文化論"" 馬林諾夫斯基 pdf 下載"
73,人類學,博厄斯（Franz Boas）,原始人的心智,Y,https://pure.mpg.de/pubman/item/item_2287034/component/file_2287035/Boas_1911_Mindofprimitive.pdf,https://pure.mpg.de/pubman/item/item_2287034/component/file_2287035/Boas_1911_Mindofprimitive.pdf|https://library.uygur.com/Anthropology/The-Mind-of-Primitive-Man-Franz-Boas-1938.pdf|https://ia801505.us.archive.org/4/items/in.ernet.dli.2015.50056/2015.50056.The-Mind-Of-Primitive-Man.pdf,"""原始人的心智"" 博厄斯 pdf 下載"
74,人類學,博厄斯（Franz Boas）,"Race, Language and Culture",Y,https://monoskop.org/images/8/8f/Boas_Franz_Race_Language_and_Culture_1940.pdf,https://monoskop.org/images/8/8f/Boas_Franz_Race_Language_and_Culture_1940.pdf|https://monoskop.org/File:Boas_Franz_Race_Language_and_Culture_1940.pdf|https://www.fadedpage.com/link.php?file=20150313-a5.pdf,"""Race, Language and Culture"" Franz Boas filetype:pdf"
75,人類學,李維-史陀（Claude Lévi-Strauss）,憂鬱的熱帶,Y,https://cdn.bookey.app/files/pdf/book/fr/tristes-tropiques.pdf,https://cdn.bookey.app/files/pdf/book/fr/tristes-tropiques.pdf|https://monoskop.org/File:Levi-Strauss_Claude_Tristes_tropiques_1957.pdf|https://core.ac.uk/download/59173827.pdf|https://ia903200.us.archive.org/18/items/tristes-tropiques/Tristes_Tropiques.pdf,"""憂鬱的熱帶"" 李維-史陀 pdf 下載"
76,人類學,李維-史陀（Claude Lévi-Strauss）,野性的思維,Y,https://web.mit.edu/allanmc/www/levistrauss.pdf,https://web.mit.edu/allanmc/www/levistrauss.pdf|https://cdn.bookey.app/files/pdf/book/en/savage-mind.pdf|https://monoskop.org/images/9/91/Levi-Strauss_Claude_The_Savage_Mind.pdf|https://monoskop.org/File:Levi-Strauss_Claude_The_Savage_Mind.pdf,"""野性的思維"" 李維-史陀 pdf 下載"
77,人類學,李維-史陀（Claude Lévi-Strauss）,結構人類學,Y,https://monoskop.org/File:Levi-Strauss_Claude_Structural_Anthropology_1963.pdf,https://monoskop.org/File:Levi-Strauss_Claude_Structural_Anthropology_1963.pdf|https://egyankosh.ac.in/bitstream/123456789/90652/1/Unit-3.pdf,"""結構人類學"" 李維-史陀 pdf 下載"
78,人類學,薩林斯（Marshall Sahlins）,石器時代經濟學,Y,http://www.faculty.fairfield.edu/dcrawford/sahlins_2012.pdf,http://www.faculty.fairfield.edu/dcrawford/sahlins_2012.pdf|https://cdn.bookey.app/files/pdf/book/en/stone-age-economics.pdf|https://files.libcom.org/files/Sahlins%20-%20Stone%20Age%20Economics.pdf|https://ia801309.us.archive.org/15/items/StoneAgeEconomics_201611/StoneAgeEconomics-MarshallSahlins.pdf,"""石器時代經濟學"" 薩林斯 pdf 下載"
79,人類學,薩林斯（Marshall Sahlins）,甜蜜的悲哀,Y,https://bpb-us-w2.wpmucdn.com/web.sas.upenn.edu/dist/a/151/files/2020/12/Tresch-Sickness-and-Sweetness-Proofs.pdf,https://bpb-us-w2.wpmucdn.com/web.sas.upenn.edu/dist/a/151/files/2020/12/Tresch-Sickness-and-Sweetness-Proofs.pdf|https://web.sas.upenn.edu/jtresch/files/2020/12/Tresch-Sickness-and-Sweetness-Proofs.pdf|https://www.thestudioattheedgeoftheworld.com/uploads/4/7/4/0/47403357/05reviewsahlins-bruce_maumassivechange.pdf,"""甜蜜的悲哀"" 薩林斯 pdf 下載"
80,人類學,薩林斯（Marshall Sahlins）,歷史的隱喻與神話的真實,Y,https://archive.org/details/islandsofhistory00sahl,https://archive.org/details/islandsofhistory00sahl|https://www.academia.edu/10252259/Islands_of_History_Sahlins,"""歷史的隱喻與神話的真實"" 薩林斯 pdf 下載"
81,人類學,葛茨（Clifford Geertz）,文化的詮釋,Y,https://garfield.library.upenn.edu/classics1988/A1988P514100001.pdf,https://garfield.library.upenn.edu/classics1988/A1988P514100001.pdf|https://hci.stanford.edu/courses/cs376/private/readings/geertz_thick_description.pdf|https://cdn.angkordatabase.asia/libs/docs/clifford-geertz-the-interpretation-of-cultures.pdf,"""文化的詮釋"" 葛茨 pdf 下載"
82,人類學,葛茨（Clifford Geertz）,地方知識,Y,https://www.ias.edu/sites/default/files/sss/pdfs/Geertz_NAS_6-10-10.pdf,https://www.ias.edu/sites/default/files/sss/pdfs/Geertz_NAS_6-10-10.pdf|https://monoskop.org/File:Geertz_Clifford_Local_Knowledge_Further_Essays_in_Interpretive_Anthropology_1983.pdf|https://monoskop.org/images/d/d9/Geertz_Clifford_Local_Knowledge_Further_Essays_in_Interpretive_Anthropology_1983.pdf,"""地方知識"" 葛茨 pdf 下載"
83,人類學,葛茨（Clifford Geertz）,在事實之後,Y,https://www.ias.edu/sites/default/files/sss/pdfs/Geertz_NAS_6-10-10.pdf,https://www.ias.edu/sites/default/files/sss/pdfs/Geertz_NAS_6-10-10.pdf|https://philarchive.org/archive/SPRMVP,"""在事實之後"" 葛茨 pdf 下載"
86,人類學,特納（Victor Turner）,The Ritual Process,Y,https://faculty.trinity.edu/mbrown/whatisreligion/PDF%20readings/TurnerVictor-%20Liminality%20and%20Communitas.pdf,https://faculty.trinity.edu/mbrown/whatisreligion/PDF%20readings/TurnerVictor-%20Liminality%20and%20Communitas.pdf|https://cdn.bookey.app/files/pdf/book/en/the-ritual-process.pdf|https://monoskop.org/File:Turner_Victor_The_Ritual_Process_Structure_and_Anti-Structure.pdf|https://monoskop.org/images/9/90/Turner_Victor_The_Ritual_Process_Structure_and_Anti-Structure.pdf,"""The Ritual Process"" Victor Turner filetype:pdf"
84,人類學,特納（Victor Turner）,儀式過程,Y,http://rportal.lib.ntnu.edu.tw/bitstreams/ef285967-47fd-48cd-8c3b-39f1d64211fc/download,http://rportal.lib.ntnu.edu.tw/bitstreams/ef285967-47fd-48cd-8c3b-39f1d64211fc/download,"""儀式過程"" 特納 pdf 下載"
85,人類學,特納（Victor Turner）,象徵之林,Y,https://media.muckrack.com/portfolio/items/14843406/a3f3351f4b148a4da20c73159f73b958.pdf,https://media.muckrack.com/portfolio/items/14843406/a3f3351f4b148a4da20c73159f73b958.pdf|https://ftp.thepearlsf.com/Resources:7304/VictorTurnerTheForestOfSymbols.pdf,"""象徵之林"" 特納 pdf 下載"
87,人類學,莫斯（Marcel Mauss）,禮物,Y,http://web.mit.edu/allanmc/www/mauss2.pdf,http://web.mit.edu/allanmc/www/mauss2.pdf|https://files.libcom.org/files/Mauss%20-%20The%20Gift.pdf|https://haubooks.org/wp-content/uploads/2020/11/Marcel-Mauss-The-Gift-Expanded-Edition-Selected-Annotated-and-Translated-by-Jane-Guyer.pdf|https://monoskop.org/File:Mauss_Marcel_The_Gift_The_Form_and_Functions_of_Exchange_in_Archaic_Societies_1966.pdf,"""禮物"" 莫斯 pdf 下載"
88,人類學,莫斯（Marcel Mauss）,The Gift,Y,http://web.mit.edu/allanmc/www/mauss2.pdf,http://web.mit.edu/allanmc/www/mauss2.pdf|https://files.libcom.org/files/Mauss%20-%20The%20Gift.pdf|https://monoskop.org/File:Mauss_Marcel_The_Gift_The_Form_and_Functions_of_Exchange_in_Archaic_Societies_1966.pdf,"""The Gift"" Marcel Mauss filetype:pdf"
89,人類學,莫斯（Marcel Mauss）,社會學與人類學,Y,https://www.ssoar.info/ssoar/bitstream/handle/document/90053/ssoar-1973-mauss-Sociologie_et_anthropologie.pdf?sequence=1&isAllowed=y&lnkname=ssoar-1973-mauss-Sociologie_et_anthropologie.pdf,https://www.ssoar.info/ssoar/bitstream/handle/document/90053/ssoar-1973-mauss-Sociologie_et_anthropologie.pdf?sequence=1&isAllowed=y&lnkname=ssoar-1973-mauss-Sociologie_et_anthropologie.pdf|https://monoskop.org/images/6/65/Levi-Strauss_Claude_Introduction_to_the_Work_of_Marcel_Mauss.pdf|http://palimpsestes.fr/textes_philo/levi_strauss/surmauss.pdf,"""社會學與人類學"" 莫斯 pdf 下載"
90,人類學,艾文思-普里查（E.E. Evans-Pritchard）,努爾人,Y,https://mahabubjnu.wordpress.com/wp-content/uploads/2013/09/anth201_trussell_chapter09-evans-pritchard.pdf,https://mahabubjnu.wordpress.com/wp-content/uploads/2013/09/anth201_trussell_chapter09-evans-pritchard.pdf|https://assignmentme.com/wp-content/uploads/2019/02/Evans-Pritchard-Anthropology.pdf|https://cdn.bookey.app/files/pdf/book/en/the-nuer.pdf|https://www.egyankosh.ac.in/bitstream/123456789/27542/1/Unit-9.pdf,"""努爾人"" 艾文思-普里查 pdf 下載"
91,人類學,艾文思-普里查（E.E. Evans-Pritchard）,阿贊德人的巫術,Y,https://philsci-archive.pitt.edu/3719/1/Azande_Witchcraft_(PDF).pdf,https://philsci-archive.pitt.edu/3719/1/Azande_Witchcraft_(PDF).pdf|https://dougbafford.com/wp-content/uploads/2025/08/Evans-Pritchard-1937-1976.pdf|https://monoskop.org/File:Evans_Pritchard_E_E_Witchcraft_Oracles_and_Magic_Among_the_Azande_1976.pdf,"""阿贊德人的巫術"" 艾文思-普里查 pdf 下載"
92,人類學,艾文思-普里查（E.E. Evans-Pritchard）,原始宗教理論,Y,https://monoskop.org/File:Evans_Pritchard_E_E_Theories_of_Primitive_Religion_1965.pdf,https://monoskop.org/File:Evans_Pritchard_E_E_Theories_of_Primitive_Religion_1965.pdf|https://monoskop.org/images/e/e1/Evans_Pritchard_E_E_Theories_of_Primitive_Religion_1965.pdf|https://media.neliti.com/media/publications/386651-new-approach-to-religion-an-outlook-to-e-ac555d0c.pdf,"""原始宗教理論"" 艾文思-普里查 pdf 下載"
93,人類學,拉德克利夫-布朗（A.R. Radcliffe-Brown）,原始社會的結構與功能,Y,https://archive.org/download/structurefunctio00radc/structurefunctio00radc.pdf,https://archive.org/download/structurefunctio00radc/structurefunctio00radc.pdf|https://www.bebr.ufl.edu/sites/default/files/Radcliffe-Brown%20-%201940%20-%20On%20Social%20Structure.pdf|https://monoskop.org/File:Brown_Radcliffe_Alfred_Structure_and_Function_in_Primitive_Society_1952.pdf|https://www.forgottenbooks.com/en/download/StructureandFunctioninPrimitiveSociety_10016421.pdf,"""原始社會的結構與功能"" 拉德克利夫-布朗 pdf 下載"
94,近代哲學,笛卡兒（René Descartes）,第一哲學沉思集,Y,https://archive.org/download/RMCG0002/Descartes-Meditations-a1.pdf,https://archive.org/download/RMCG0002/Descartes-Meditations-a1.pdf|https://web.ics.purdue.edu/~drkelly/DescartesMeditationsPSPPEdit1641.pdf|https://yale.learningu.org/download/041e9642-df02-4eed-a895-70e472df2ca4/H2665_Descartes'%20Meditations.pdf|https://personal.lse.ac.uk/ROBERT49/teaching/ph103/pdf/Descartes_1641Meditations.pdf,"""第一哲學沉思集"" 笛卡兒 pdf 下載"
95,近代哲學,笛卡兒（René Descartes）,方法導論,Y,http://dt.pepperdine.edu/courses/greatbooks_iii/gbiii%20fall%202007/descartes.pdf,"http://dt.pepperdine.edu/courses/greatbooks_iii/gbiii%20fall%202007/descartes.pdf|https://users.manchester.edu/Facstaff/SSNaragon/Online/100-FYS-F16/Readings/Descartes,%20DiscourseMethod.pdf|https://web.stanford.edu/~jsabol/certainty/readings/Descartes_DM6_english.pdf|https://upload.wikimedia.org/wikipedia/commons/0/0b/Descartes'_Discourse.pdf|https://earlymoderntexts.com/assets/pdfs/descartes1637.pdf","""方法導論"" 笛卡兒 pdf 下載"
96,近代哲學,笛卡兒（René Descartes）,笛卡兒哲學原理,Y,https://www.earlymoderntexts.com/assets/pdfs/descartes1644.pdf,https://www.earlymoderntexts.com/assets/pdfs/descartes1644.pdf|https://www.earlymoderntexts.com/assets/pdfs/descartes1644part1.pdf|https://phil971-2022.colinmclear.net/materials/readings/descartes-principles-I.pdf|https://www.templeofearth.com/books/principlesofphilosophy.pdf,"""笛卡兒哲學原理"" 笛卡兒 pdf 下載"
97,近代哲學,斯賓諾莎（Baruch Spinoza）,神學政治論,Y,https://www.earlymoderntexts.com/assets/pdfs/spinoza1669.pdf,"https://www.earlymoderntexts.com/assets/pdfs/spinoza1669.pdf|https://commons.wikimedia.org/wiki/File:Benedictus_de_Spinoza_-_Tractatus_theologico-politicus,_1670.pdf|https://oll-resources.s3.us-east-2.amazonaws.com/oll3/store/titles/1710/Spinoza_1321.01_EBk_v6.0.pdf|https://www.faculty.umb.edu/gary_zabel/Courses/Spinoza/Texts/Tractatus_Theologico_politicus.pdf",Tractatus Theologico-Politicus Spinoza filetype:pdf (retry-en)
98,近代哲學,斯賓諾莎（Baruch Spinoza）,知性改進論,Y,https://www.columbia.edu/~jrm2182/Morrison%20-%20Spinoza%20-%20Truth%20in%20the%20Emendation.pdf,https://www.columbia.edu/~jrm2182/Morrison%20-%20Spinoza%20-%20Truth%20in%20the%20Emendation.pdf|https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=33c499e56d2d080a91ba3b0ef5537124283f622e|https://homepages.uc.edu/~martinj/Spinoza_&_Hobbes/English/Spinoza%20-%20Complete%20Works%20(2002).pdf|https://www.files.ethz.ch/isn/125505/5036_Spinoza_On_the_Improvement_of_Understanding.pdf,"""知性改進論"" 斯賓諾莎 pdf 下載"
99,近代哲學,萊布尼茲（Gottfried Leibniz）,單子論,Y,https://homepages.uc.edu/~martinj/History_of_Logic/Leibniz/Leibniz%20-%20Monadology.pdf,"https://homepages.uc.edu/~martinj/History_of_Logic/Leibniz/Leibniz%20-%20Monadology.pdf|https://eclass.uoa.gr/modules/document/file.php/PHS726/03d%20Leibniz%20-%20Monadology,%20%C2%A751-62.pdf|https://e-space.mmu.ac.uk/622962/3/Monadology.pdf","""單子論"" 萊布尼茲 pdf 下載"
100,近代哲學,萊布尼茲（Gottfried Leibniz）,神義論,Y,https://www.uvm.edu/~lderosse/courses/intro/leibniz_theodicy.pdf,"https://www.uvm.edu/~lderosse/courses/intro/leibniz_theodicy.pdf|https://homepages.uc.edu/~martinj/Philosophy%20and%20Religion/Problem_of_Evil,_Free_Will_and_Determinism/Leibniz%20-%20Theodicy.pdf|https://rintintin.colorado.edu/~vancecd/phil1020/Leibniz.pdf|https://risingtidefoundation.net/wp-content/uploads/2019/08/theodicy-leibniz.pdf|https://link.springer.com/content/pdf/10.1007/978-94-007-5031-9.pdf","""神義論"" 萊布尼茲 pdf 下載"
101,近代哲學,萊布尼茲（Gottfried Leibniz）,人類理智新論,Y,https://www.earlymoderntexts.com/assets/pdfs/leibniz1705book1.pdf,https://www.earlymoderntexts.com/assets/pdfs/leibniz1705book1.pdf|https://www.earlymoderntexts.com/assets/pdfs/leibniz1705book2_1.pdf|https://www.earlymoderntexts.com/assets/pdfs/leibniz1705book4.pdf|https://philpapers.org/archive/LEITSL.pdf|https://earlymoderntexts.com/assets/jfb/leibne.pdf,"""人類理智新論"" 萊布尼茲 pdf 下載"
102,近代哲學,休謨（David Hume）,人類理解研究,Y,https://web.stanford.edu/~davies/Symbsys100-Spring0708/Hume%20-%20Symbsys100%20-%202008%20-%20excerpt.pdf,https://web.stanford.edu/~davies/Symbsys100-Spring0708/Hume%20-%20Symbsys100%20-%202008%20-%20excerpt.pdf|https://www.earlymoderntexts.com/assets/pdfs/hume1748.pdf|https://historyofeconomicthought.mcmaster.ca/hume/enquiry.pdf|http://debracollege.dspaces.org/bitstream/123456789/489/1/An%20Enquiry%20concerning%20Human%20Understanding.pdf|https://fitelson.org/confirmation/hume_enquiry.pdf,"""人類理解研究"" 休謨 pdf 下載"
103,近代哲學,休謨（David Hume）,宗教的自然史,Y,https://cdn.bookey.app/files/pdf/book/en/the-dialoguesnatural-history-of-religion.pdf,https://cdn.bookey.app/files/pdf/book/en/the-dialoguesnatural-history-of-religion.pdf|https://www.earlymoderntexts.com/assets/pdfs/hume1757_1.pdf|https://spiritual-minds.com/religion/philosophy/Philosophy%20-%20David%20Hume%20-%20The%20Natural%20History%20of%20Religion.pdf|https://oll-resources.s3.us-east-2.amazonaws.com/oll3/store/titles/340/Hume_0211_EBk_v6.0.pdf,"""宗教的自然史"" 休謨 pdf 下載"
104,近代哲學,黑格爾（G.W.F. Hegel）,精神現象學,Y,https://files.libcom.org/files/Georg%20Wilhelm%20Friedrich%20Hegel%20-%20The%20Phenomenology%20of%20Spirit%20(Michael%20Inwood%20Translation).pdf,https://files.libcom.org/files/Georg%20Wilhelm%20Friedrich%20Hegel%20-%20The%20Phenomenology%20of%20Spirit%20(Michael%20Inwood%20Translation).pdf|https://cominsitu.wordpress.com/wp-content/uploads/2023/03/georg-w.-f.-hegel-phenomenology-of-spirit-a.-v.-miller-translation.pdf|https://www.e-skop.com/images/UserFiles/Documents/Editor/Hegel-Phenomenology%20of%20Spirit.pdf|https://ia601604.us.archive.org/17/items/laibach-neue-slowenische-kunst/georg-wilhelm-friedrich-hegel-the-phenomenology-of-spirit-translated-by-peter-fuss-and-john-dobbins%20(2).pdf|https://www.marxists.org/reference/archive/hegel/works/ph/pinkard-translation-of-phenomenology.pdf,"""精神現象學"" 黑格爾 pdf 下載"
105,近代哲學,黑格爾（G.W.F. Hegel）,法哲學原理,Y,https://archive.org/download/cu31924014578979/cu31924014578979.pdf,https://archive.org/download/cu31924014578979/cu31924014578979.pdf|https://cdn.bookey.app/files/pdf/book/en/hegel's-philosophy-of-right.pdf|https://historyofeconomicthought.mcmaster.ca/hegel/right.pdf|https://www.marxists.org/reference/archive/hegel/works/pr/philosophy-of-right.pdf,"""法哲學原理"" 黑格爾 pdf 下載"
